"CountryCode","SeriesCode","DESCRIPTION",
"ESP","IT.CEL.SETS.P2","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT).",
"ESP","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"ESP","SP.DYN.TFRT.IN","Data source: Eurostat, Instituto Nacional de Estadistica",
"ESP","SP.DYN.LE00.FE.IN","Data source: Eurostat, Instituto Nacional de Estadistica",
"ESP","SP.DYN.LE00.MA.IN","Data source: Eurostat, Instituto Nacional de Estadistica",
"ESP","IS.RRS.PASG.KM","Source: OECD",
"ESP","IS.RRS.GOOD.MT.K6","Source: OECD",
"ESP","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"ESP","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Source: Frontur (Statistics of tourists’ flows at frontiers). 2015: data calculated by extrapolating the data of Turespaña until September to calculate the data for October, November and December. Since October 2015 this operation is carried out by the National Statistics Institute - INE. 2016: break in the series. The data are not comparable with those of previous years. INE: Surveys on accommodation occupancy.",
"ESP","CM.MKT.TRNR","Method of calculation: Before 2000, total domestic value of share trading of BME Spanish Exchanges Barcelona, BME Spanish Exchanges Bilbao, BME Spanish Exchanges Madrid divided by total domestic market capitalization of the three exchanges.  After 2000, data is taken from BME Spanish Exchanges.",
"ESP","SP.ADO.TFRT","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.DYN.TO65.FE.ZS","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.BRTH.MF","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.DYN.TO65.MA.ZS","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.GROW","Data source: Eurostat, Instituto Nacional de Estadística",
"ESP","PA.NUS.FCRF","Data are reported in Spanish pesetas until 1998, in euro from 1999.",
"ESP","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ESP","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ESP","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ESP","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ESP","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ESP","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EST","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EST","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EST","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EST","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EST","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EST","SP.POP.GROW","Data source: Eurostat",
"EST","PA.NUS.FCRF","Data are reported in Estonian kroons until 2010, in euro from 2011.",
"EST","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EST","ST.INT.DPRT","Includes overnight visitors (tourists) only. Source: household survey by ""Statistics Estonia"".",
"EST","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Based on mobile positioning data by the Bank of Estonia and Positium LBS.",
"EST","IT.NET.BBND","Ministry of Economic Affairs and Communications. Estonian Competition Authority.",
"EST","IT.CEL.SETS","Ministry of Economic Affairs and Communications. Estonian Competition Authority.",
"EST","IT.NET.USER.ZS","Ministry of Economic Affairs and Communications. Estonian Competition Authority.",
"EST","IT.MLT.MAIN","Ministry of Economic Affairs and Communications. Estonian Competition Authority.",
"EST","IT.NET.BBND.P2","Ministry of Economic Affairs and Communications. Estonian Competition Authority.",
"EST","IT.MLT.MAIN.P2","Ministry of Economic Affairs and Communications. Estonian Competition Authority.",
"EST","IT.CEL.SETS.P2","Ministry of Economic Affairs and Communications. Estonian Competition Authority.",
"EST","IS.RRS.GOOD.MT.K6","Source: OECD",
"EST","IS.RRS.PASG.KM","Source: OECD",
"EST","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"EST","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"EST","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"EST","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"EST","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"EST","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"EST","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"EST","SP.DYN.CDRT.IN","Data source: Eurostat",
"EST","SP.DYN.CBRT.IN","Data source: Eurostat",
"EST","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects, Statistics Estonia",
"EST","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects, Statistics Estonia",
